"";"labels"
"Acaridae";2
"Acetobacteraceae";5
"Acidiferrobacteraceae";5
"Acidimicrobiaceae";5
"Acidobacteriaceae";5
"Acidothermaceae";5
"Acropisthiidae";11
"Acrospermaceae";12
"Actinochloridaceae";13
"Actinomycetaceae";5
"Actinospicaceae";5
"Adinetidae";4
"Alaimidae";6
"Alcaligenaceae";5
"Alicorhagiidae";3
"Ambisporaceae";3
"Amphileptidae";11
"Amphisiellidae";11
"Anaerolineaceae";5
"Anaeromyxobacteraceae";5
"Anatonchidae";10
"Anguinidae";2
"Anoplophryidae";3
"Anystidae";1
"Aphelenchidae";2
"Aphelenchoididae";2
"Aphididae";14
"Apiaceae";15
"Apocynaceae";15
"Aporcelaimidae";10
"Apusomonadidae";7
"Aquifoliaceae";15
"Archaeorhizomycetaceae";12
"Archaeosporaceae";3
"Archangiaceae";5
"Ascobolaceae";12
"Aspergillaceae";12
"Asteraceae";15
"Aurantimonadaceae";5
"Bacillaceae";5
"Bacillariaceae";13
"Bacteriovoracaceae";5
"Bacteroidaceae";5
"Bardeliellidae";7
"Basidiobolaceae";12
"Bdellovibrionaceae";5
"Beijerinckiaceae";5
"Betulaceae";15
"Bicosoecidae";4
"Bionectriaceae";12
"Blepharismidae";4
"Bodonidae";7
"Bolbitiaceae";12
"Botryidiopsidaceae";13
"Botryochloridaceae";13
"Bovidae";14
"Brachionidae";4
"Brachychthoniidae";3
"Braconidae";3
"Bracteacoccaceae";13
"Bradyrhizobiaceae";5
"Brassicaceae";15
"Brucellaceae";5
"Bryometopidae";16
"Bulleraceae";12
"Bulleribasidiaceae";12
"Burkholderiaceae";5
"Caldilineaceae";5
"Campodeidae";3
"Carabidae";3
"Caricaceae";15
"Caryophyllaceae";15
"Catenariaceae";12
"Catenulisporaceae";5
"Caulerpaceae";13
"Caulobacteraceae";5
"Cellulomonadaceae";5
"Cellvibrionaceae";5
"Cenarchaeaceae";3
"Centritractaceae";13
"Cephalobidae";6
"Ceratobasidiaceae";3
"Cercomonadidae";7
"Chaetophoraceae";13
"Chaetosphaeriaceae";12
"Chilodonellidae";3
"Chitinophagaceae";5
"Chlamydomonadaceae";13
"Chlamydophryidae";3
"Chlorellaceae";13
"Chlorococcaceae";13
"Chloroflexaceae";5
"Chromatiaceae";5
"Chromulinaceae";8
"Chthoniidae";1
"Chthoniobacteraceae";5
"Chytridiaceae";12
"Cinetochilidae";4
"Cladosporiaceae";14
"Claroideoglomeraceae";3
"Clavariaceae";12
"Clavicipitaceae";3
"Clavulinaceae";12
"Clostridiaceae";5
"Clostridiales Family XVII. Incertae Sedis";5
"Colpodidae";7
"Comamonadaceae";5
"Conexibacteraceae";5
"Convolvulaceae";15
"Cordycipitaceae";3
"Corticiaceae";12
"Coxiellaceae";5
"Crocinitomicaceae";5
"Cryphonectriaceae";12
"Cryptococcaceae";12
"Cucurbitaceae";15
"Cucurbitariaceae";12
"Cunninghamellaceae";12
