"";"labels"
"Curculionidae";3
"Cyclidiidae";4
"Cyphellophoraceae";9
"Cyrtolophosididae";4
"Cystobasidiaceae";3
"Cytophagaceae";5
"Dacrymycetaceae";9
"Dehalococcoidaceae";5
"Demequinaceae";5
"Desulfobulbaceae";5
"Desulfovibrionaceae";5
"Desulfuromonadaceae";5
"Diadesmidaceae";3
"Dictyosporiaceae";9
"Didymellaceae";10
"Dileptidae";8
"Dinobryaceae";5
"Diplogasteroididae";8
"Dipodascaceae";9
"Diversisporaceae";3
"Dorylaimidae";7
"Echinamoebidae";4
"Ectothiorhodospiraceae";5
"Elateridae";10
"Elusimicrobiaceae";5
"Enchytraeidae";3
"Endochytriaceae";9
"Endogonaceae";9
"Enterobacteriaceae";5
"Entomobryidae";2
"Entylomataceae";3
"Eosentomidae";2
"Epistylidae";4
"Ericaceae";11
"Erythrobacteraceae";5
"Eudubosquellidae";3
"Euglyphidae";4
"Euplotidae";8
"Eustigmataceae";3
"Fabaceae";11
"Fibrobacteraceae";5
"Filobasidiaceae";9
"Flavobacteriaceae";5
"Forficulidae";2
"Formicidae";3
"Frankiaceae";5
"Fusobacteriaceae";5
"Gaiellaceae";5
"Galumnidae";3
"Geastraceae";9
"Gemmataceae";5
"Gemmatimonadaceae";5
"Geobacteraceae";5
"Geodermatophilaceae";5
"Geraniaceae";11
"Gigasporaceae";3
"Glomeraceae";3
"Glossiphoniidae";3
"Grossglockneriidae";2
"Gyropidae";3
"Halieaceae";5
"Halosphaeriaceae";9
"Halteriidae";4
"Hartmannellidae";4
"Hausmanniellidae";4
"Helotiaceae";9
"Heteroderidae";10
"Heteromitidae";4
"Heteropediaceae";3
"Heterophryidae";4
"Hibberdiaceae";3
"Histiostomatidae";2
"Hoehnelomycetaceae";9
"Holophagaceae";5
"Holostichidae";8
"Hoplolaimidae";10
"Hyaloscyphaceae";9
"Hydnodontaceae";9
"Hydrogenophilaceae";5
"Hydrophyllaceae";11
"Hygrophoraceae";9
"Hymenobacteraceae";5
"Hymenochaetaceae";9
"Hyphochytriaceae";3
"Hyphomicrobiaceae";5
"Hypogastruridae";2
"Iamiaceae";5
"Ignavibacteriaceae";5
"Intrasporangiaceae";5
"Isolaimiidae";6
"Isosphaeraceae";5
"Isotomidae";2
"Ixioliriaceae";11
"Juglandaceae";11
"Julidae";3
"Juncaceae";11
"Kangiellaceae";5
"Katiannidae";2
"Kineosporiaceae";5
"Klebsormidiaceae";3
"Kofleriaceae";5
"Ktedonobacteraceae";5
"Lachnocladiaceae";9
"Lacrymariidae";8
"Laelapidae";1
"Lamiaceae";11
"Legionellaceae";5
"Leiodidae";2
"Leptomyxidae";4
"Leptophryidae";8
"Leptosphaeriaceae";3
"Leptospiraceae";5
"Linaceae";11
"Lithobiidae";3
"Lonchopteridae";2
"Longidoridae";10
"Lumbricidae";3
"Magnaporthaceae";3
"Mallomonadaceae";4
"Marasmiaceae";9
"Marynidae";4
"Melastomataceae";11
"Meloidogynidae";10
"Merliniidae";10
"Mermithidae";3
"Methanomassiliicoccaceae";3
"Methylobacteriaceae";5
"Methylocystaceae";5
"Methylophilaceae";5
"Microbacteriaceae";5
"Micrococcaceae";5
"Microlaimidae";6
"Micromonosporaceae";5
"Micropepsaceae";5
"Microthoracidae";4
"Microthrixaceae";5
"Mischococcaceae";3
"Monhysteridae";6
"Monocystidae";3
"Mononchidae";8
"Moraxellaceae";5
"Mortierellaceae";9
"Mrakiaceae";10
"Mucoraceae";9
"Mycobacteriaceae";5
"Myxochloridaceae";4
"Myxococcaceae";5
"Nakamurellaceae";5
"Nannocystaceae";5
"Nassulidae";4
"Naviculaceae";3
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";5
"Nitrosopumilaceae";3
"Nitrososphaeraceae";3
"Nitrospiraceae";5
"Nocardiaceae";5
"Nocardioidaceae";5
"Noctuidae";3
"Nordiidae";7
"Nucleariidae";8
"Nygolaimidae";8
"Ochromonadaceae";4
"Oikomonadaceae";3
"Oleaceae";11
"Oligoflexaceae";5
"Olpidiaceae";3
"Onychiuridae";2
"Onygenaceae";9
"Opitutaceae";5
"Orbiliaceae";9
"Oribatulidae";3
"Oxalobacteraceae";5
"Oxystominidae";6
"Oxytrichidae";4
"Paenibacillaceae";5
"Palmellaceae";3
"Panagrolaimidae";6
"Papaveraceae";11
"Paraglomeraceae";3
"Paraphysomonadaceae";4
"Parasitidae";1
"Pasteurellaceae";5
"Pasteuriaceae";5
"Paulinellidae";4
"Pemphigidae";3
"Peptococcaceae";5
"Peridiniaceae";3
"Phaeosphaeriaceae";9
"Phaselicystidaceae";5
"Phycisphaeraceae";5
"Phyllobacteriaceae";5
"Phytoseiidae";1
"Pinaceae";11
"Piptocephalidaceae";9
"Planctomycetaceae";5
"Planococcaceae";5
"Plantaginaceae";11
"Plasmodiophoridae";3
"Platyophryidae";4
"Plectidae";6
"Pleurochloridaceae";3
"Pluteaceae";9
"Poaceae";11
"Poduridae";2
"Polyangiaceae";5
"Polydesmidae";3
"Polygonaceae";11
"Pratylenchidae";10
"Prismatolaimidae";6
"Propionibacteriaceae";5
"Prorodontidae";4
"Protomycetaceae";3
"Protoribatidae";3
"Psathyrellaceae";9
"Pseudomonadaceae";5
"Pseudonocardiaceae";5
"Psoraceae";9
"Pterulaceae";9
"Pythiaceae";10
"Pyxidiophoraceae";9
"Qudsianematidae";7
"Ranunculaceae";11
"Resource::Decaying_wood";3
"Resource::Dung";12
"Resource::Litter";12
"Resource::MOS";12
"Rhabditidae";6
"Rhabdolaimidae";6
"Rhagidiidae";1
"Rhizobiaceae";5
"Rhizophlyctidaceae";9
"Rhizophydiaceae";9
"Rhodanobacteraceae";5
"Rhodobacteraceae";5
"Rhodobiaceae";5
"Rhodocyclaceae";5
"Rhodospirillaceae";5
"Rhodothermaceae";5
"Roseiarcaceae";5
"Roseiflexaceae";5
"Rubrobacteraceae";5
"Saccharomycetaceae";9
"Salicaceae";11
"Salpingoecidae";4
"Sanguibacteraceae";5
"Sapindaceae";11
"Saprolegniaceae";3
"Saprospiraceae";5
"Scarabaeidae";3
"Scenedesmaceae";3
"Sciaridae";3
"Sebacinaceae";9
"Serpulaceae";9
"Siluaniidae";4
"Sinobacteraceae";5
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";11
"Solibacteraceae";5
"Solirubrobacteraceae";5
"Spathidiidae";8
"Sphaerobacteraceae";5
"Sphaerobolaceae";9
"Sphenoderiidae";4
"Sphingobacteriaceae";5
"Sphingomonadaceae";5
"Spirochaetaceae";5
"Spirofilidae";8
"Spizellomycetaceae";9
"Sporichthyaceae";5
"Sporidiobolaceae";9
"Sporormiaceae";9
"Staphylinidae";2
"Staphylococcaceae";5
"Stemonitidae";4
"Stephanoecidae";4
"Stereaceae";9
"Streptomycetaceae";5
"Streptosporangiaceae";5
"Strophariaceae";9
"Synchytriaceae";3
"Syntrophaceae";5
"Syntrophobacteraceae";5
"Taxaceae";11
"Tectocepheidae";3
"Tepidisphaeraceae";5
"Teratocephalidae";6
"Tetrahymenidae";4
"Tetranychidae";3
"Thaumatomastigidae";4
"Theridiidae";3
"Thermoactinomycetaceae";5
"Thermoanaerobacteraceae";5
"Thermoleophilaceae";5
"Thermomonosporaceae";5
"Thripidae";10
"Tipulidae";3
"Trachelostylidae";8
"Tribonemataceae";3
"Trichocercidae";4
"Trichocomaceae";9
"Trichodoridae";10
"Tricholomataceae";9
"Trichosporonaceae";9
"Trinematidae";4
"Tripylidae";7
"Trypanosomatidae";3
"Tubeufiaceae";9
"Tullbergiidae";2
"Tylenchidae";10
"Tylencholaimidae";2
"Tylenchulidae";10
"Uronematidae";4
"Uropodidae";2
"Urostylidae";8
"Urticaceae";11
"Vahlkampfiidae";4
"Vampyrellidae";8
"Vaucheriaceae";3
"Veigaiidae";1
"Verrucomicrobia subdivision 3";5
"Verrucomicrobiaceae";5
"Vexilliferidae";4
"Viridiraptoridae";3
"Vorticellidae";4
"Vulgatibacteraceae";5
"Xanthobacteraceae";5
"Xanthomonadaceae";5
"Xanthonemataceae";3
"Zoothamniidae";4
