"";"labels"
"Curculionidae";3
"Cyclidiidae";4
"Cyphellophoraceae";11
"Cyrtolophosididae";4
"Cystobasidiaceae";3
"Cytophagaceae";5
"Dacrymycetaceae";11
"Dehalococcoidaceae";5
"Demequinaceae";5
"Desulfobulbaceae";5
"Desulfovibrionaceae";5
"Desulfuromonadaceae";5
"Diadesmidaceae";3
"Dictyosporiaceae";11
"Didymellaceae";12
"Dileptidae";10
"Dinobryaceae";5
"Diplogasteroididae";9
"Dipodascaceae";11
"Diversisporaceae";3
"Dorylaimidae";8
"Echinamoebidae";4
"Ectothiorhodospiraceae";5
"Elateridae";12
"Elusimicrobiaceae";5
"Enchytraeidae";3
"Endochytriaceae";11
"Endogonaceae";11
"Enterobacteriaceae";5
"Entomobryidae";2
"Entylomataceae";3
"Eosentomidae";2
"Epistylidae";4
"Ericaceae";13
"Erythrobacteraceae";5
"Eudubosquellidae";3
"Euglyphidae";4
"Euplotidae";10
"Eustigmataceae";3
"Fabaceae";13
"Fibrobacteraceae";5
"Filobasidiaceae";11
"Flavobacteriaceae";5
"Forficulidae";2
"Formicidae";3
"Frankiaceae";5
"Fusobacteriaceae";5
"Gaiellaceae";5
"Galumnidae";3
"Geastraceae";11
"Gemmataceae";5
"Gemmatimonadaceae";5
"Geobacteraceae";5
"Geodermatophilaceae";5
"Geraniaceae";13
"Gigasporaceae";3
"Glomeraceae";3
"Glossiphoniidae";3
"Grossglockneriidae";2
"Gyropidae";3
"Halieaceae";5
"Halosphaeriaceae";11
"Halteriidae";4
"Hartmannellidae";4
"Hausmanniellidae";4
"Helotiaceae";11
"Heteroderidae";12
"Heteromitidae";4
"Heteropediaceae";3
"Heterophryidae";4
"Hibberdiaceae";3
"Histiostomatidae";2
"Hoehnelomycetaceae";11
"Holophagaceae";5
"Holostichidae";10
"Hoplolaimidae";12
"Hyaloscyphaceae";11
"Hydnodontaceae";11
"Hydrogenophilaceae";5
"Hydrophyllaceae";13
"Hygrophoraceae";11
"Hymenobacteraceae";5
"Hymenochaetaceae";11
"Hyphochytriaceae";3
"Hyphomicrobiaceae";5
"Hypogastruridae";2
"Iamiaceae";5
"Ignavibacteriaceae";5
"Intrasporangiaceae";5
"Isolaimiidae";6
"Isosphaeraceae";5
"Isotomidae";2
"Ixioliriaceae";13
"Juglandaceae";13
"Julidae";3
"Juncaceae";13
"Kangiellaceae";5
"Katiannidae";2
"Kineosporiaceae";5
"Klebsormidiaceae";3
"Kofleriaceae";5
"Ktedonobacteraceae";5
"Lachnocladiaceae";11
"Lacrymariidae";10
"Laelapidae";1
"Lamiaceae";13
"Legionellaceae";5
"Leiodidae";2
"Leptomyxidae";4
"Leptophryidae";10
"Leptosphaeriaceae";3
"Leptospiraceae";5
"Linaceae";13
"Lithobiidae";3
"Lonchopteridae";2
"Longidoridae";12
"Lumbricidae";3
"Magnaporthaceae";3
"Mallomonadaceae";7
"Marasmiaceae";11
"Marynidae";4
"Melastomataceae";13
"Meloidogynidae";12
"Merliniidae";12
"Mermithidae";3
"Methanomassiliicoccaceae";3
"Methylobacteriaceae";5
"Methylocystaceae";5
"Methylophilaceae";5
"Microbacteriaceae";5
"Micrococcaceae";5
"Microlaimidae";6
"Micromonosporaceae";5
"Micropepsaceae";5
"Microthoracidae";4
"Microthrixaceae";5
"Mischococcaceae";3
"Monhysteridae";6
"Monocystidae";3
"Mononchidae";9
"Moraxellaceae";5
"Mortierellaceae";11
"Mrakiaceae";12
"Mucoraceae";11
"Mycobacteriaceae";5
"Myxochloridaceae";7
"Myxococcaceae";5
"Nakamurellaceae";5
"Nannocystaceae";5
"Nassulidae";4
"Naviculaceae";3
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";5
"Nitrosopumilaceae";3
"Nitrososphaeraceae";3
"Nitrospiraceae";5
"Nocardiaceae";5
"Nocardioidaceae";5
"Noctuidae";3
"Nordiidae";8
"Nucleariidae";10
"Nygolaimidae";9
"Ochromonadaceae";7
"Oikomonadaceae";3
"Oleaceae";13
"Oligoflexaceae";5
"Olpidiaceae";3
"Onychiuridae";2
"Onygenaceae";11
"Opitutaceae";5
"Orbiliaceae";11
"Oribatulidae";3
"Oxalobacteraceae";5
"Oxystominidae";6
"Oxytrichidae";4
"Paenibacillaceae";5
"Palmellaceae";3
"Panagrolaimidae";6
"Papaveraceae";13
"Paraglomeraceae";3
"Paraphysomonadaceae";7
"Parasitidae";1
"Pasteurellaceae";5
"Pasteuriaceae";5
"Paulinellidae";4
"Pemphigidae";3
"Peptococcaceae";5
"Peridiniaceae";3
"Phaeosphaeriaceae";11
"Phaselicystidaceae";5
"Phycisphaeraceae";5
"Phyllobacteriaceae";5
"Phytoseiidae";1
"Pinaceae";13
"Piptocephalidaceae";11
"Planctomycetaceae";5
"Planococcaceae";5
"Plantaginaceae";13
"Plasmodiophoridae";3
"Platyophryidae";4
"Plectidae";6
"Pleurochloridaceae";3
"Pluteaceae";11
"Poaceae";13
"Poduridae";2
"Polyangiaceae";5
"Polydesmidae";3
"Polygonaceae";13
"Pratylenchidae";12
"Prismatolaimidae";6
"Propionibacteriaceae";5
"Prorodontidae";4
"Protomycetaceae";3
"Protoribatidae";3
"Psathyrellaceae";11
"Pseudomonadaceae";5
"Pseudonocardiaceae";5
"Psoraceae";11
"Pterulaceae";11
"Pythiaceae";12
"Pyxidiophoraceae";11
"Qudsianematidae";8
"Ranunculaceae";13
"Resource::Decaying_wood";3
"Resource::Dung";14
"Resource::Litter";14
"Resource::MOS";14
"Rhabditidae";6
"Rhabdolaimidae";6
"Rhagidiidae";1
"Rhizobiaceae";5
"Rhizophlyctidaceae";11
"Rhizophydiaceae";11
"Rhodanobacteraceae";5
"Rhodobacteraceae";5
"Rhodobiaceae";5
"Rhodocyclaceae";5
"Rhodospirillaceae";5
"Rhodothermaceae";5
"Roseiarcaceae";5
"Roseiflexaceae";5
"Rubrobacteraceae";5
"Saccharomycetaceae";11
"Salicaceae";13
"Salpingoecidae";4
"Sanguibacteraceae";5
"Sapindaceae";13
"Saprolegniaceae";3
"Saprospiraceae";5
"Scarabaeidae";3
"Scenedesmaceae";3
"Sciaridae";3
"Sebacinaceae";11
"Serpulaceae";11
"Siluaniidae";4
"Sinobacteraceae";5
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";13
"Solibacteraceae";5
"Solirubrobacteraceae";5
"Spathidiidae";10
"Sphaerobacteraceae";5
"Sphaerobolaceae";11
"Sphenoderiidae";4
"Sphingobacteriaceae";5
"Sphingomonadaceae";5
"Spirochaetaceae";5
"Spirofilidae";10
"Spizellomycetaceae";11
"Sporichthyaceae";5
"Sporidiobolaceae";11
"Sporormiaceae";11
"Staphylinidae";2
"Staphylococcaceae";5
"Stemonitidae";4
"Stephanoecidae";4
"Stereaceae";11
"Streptomycetaceae";5
"Streptosporangiaceae";5
"Strophariaceae";11
"Synchytriaceae";3
"Syntrophaceae";5
"Syntrophobacteraceae";5
"Taxaceae";13
"Tectocepheidae";3
"Tepidisphaeraceae";5
"Teratocephalidae";6
"Tetrahymenidae";4
"Tetranychidae";3
"Thaumatomastigidae";4
"Theridiidae";3
"Thermoactinomycetaceae";5
"Thermoanaerobacteraceae";5
"Thermoleophilaceae";5
"Thermomonosporaceae";5
"Thripidae";12
"Tipulidae";3
"Trachelostylidae";10
"Tribonemataceae";3
"Trichocercidae";4
"Trichocomaceae";11
"Trichodoridae";12
"Tricholomataceae";11
"Trichosporonaceae";11
"Trinematidae";4
"Tripylidae";8
"Trypanosomatidae";3
"Tubeufiaceae";11
"Tullbergiidae";2
"Tylenchidae";12
"Tylencholaimidae";2
"Tylenchulidae";12
"Uronematidae";4
"Uropodidae";2
"Urostylidae";10
"Urticaceae";13
"Vahlkampfiidae";4
"Vampyrellidae";10
"Vaucheriaceae";3
"Veigaiidae";1
"Verrucomicrobia subdivision 3";5
"Verrucomicrobiaceae";5
"Vexilliferidae";4
"Viridiraptoridae";3
"Vorticellidae";4
"Vulgatibacteraceae";5
"Xanthobacteraceae";5
"Xanthomonadaceae";5
"Xanthonemataceae";3
"Zoothamniidae";4
