"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43"
"14";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0555555535114205;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"15";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,00641025688209517;1e-06;0,222222214406807;1e-06;1e-06;1e-06;1e-06;0,166666660559269;0,0163398692032871;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"16";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"17";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;0,999999;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"18";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"19";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"20";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"21";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"22";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;0,999999;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"23";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"24";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0243393617715904;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"25";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"26";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"27";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"28";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"29";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,166666660984722;1e-06;1e-06;1e-06;0,333333326177778;0,24999999005625;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"30";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,266666655911787;1e-06;1e-06;0,0666666642137794;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,00476190472965978;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"31";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"32";1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;0,999999;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0194229835344941;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"33";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"34";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"35";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"36";0,999999;1e-06;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"37";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"38";0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,05555555427068;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"39";1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,961538443916019;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"40";1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0303030284580353;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,475579412247034;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,249999980431251;0,0716272599343935;1e-06;1e-06;1e-06
"41";1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,111111104917286;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,417310467855171;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,242002775356788;1e-06;1e-06
"42";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,769230721776645;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;0,166666656067596;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,583333290621531;0,0666666638071114;1e-06;0,0582689477509825;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,218358826273124;1e-06
"43";1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,333333310362224;1e-06;0,0676967930279439;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;0,253824749896346
